county_fips,county,total_population,total_pop18plus,coronary_heart_disease,diabetes,high_blood_pressure,obesity,smoking,uninsured,svi_county,svi_location,rpl_themes,rpl_theme1,rpl_theme2,rpl_theme3,rpl_theme4,ep_pov150,ep_unemp,ep_nohsdp,ep_uninsur,ep_age65,ep_disabl,ep_minrty,ep_limeng,ep_noveh,ep_groupq
48451,Tom Green,119057,90938,6,12.4,50,37.15,13.05,19.450000000000003,Tom Green County,"Tom Green County, Texas",0.8113,0.6204,0.7957,0.8673,0.8304,21.1,3.2,13.4,13.8,15.9,14.2,49.3,2.6,4.7,5
48453,Travis,1334961,1071849,4.35,9.25,45.25,30.25,9.4,13.75,Travis County,"Travis County, Texas",0.5702,0.5527,0.0935,0.882,0.7805,17.3,4.2,9.2,12.5,10.4,9,52.3,5.1,5.5,2.1
48455,Trinity,14228,11401,7.85,14.1,54.675,37.75,17.1,15.2,Trinity County,"Trinity County, Texas",0.9185,0.8552,0.9879,0.574,0.7518,26.9,7,13.6,17.3,26.4,23.2,22.9,1.6,9.7,1.1
48457,Tyler,20382,16475,7.9,14,54.15,39.05,19.8,17.55,Tyler County,"Tyler County, Texas",0.9319,0.8842,0.9103,0.5501,0.951,29.9,12.6,17.4,15.9,22.1,25.2,21.6,1.2,7,10.7
48459,Upshur,43281,32998,6.9,12.65,52.275,37.45,16.700000000000003,14.45,Upshur County,"Upshur County, Texas",0.6017,0.6841,0.7817,0.5425,0.259,27.9,4.3,13.4,16.4,18.3,20,20.9,1,3.9,1.2
48461,Upton,3109,2293,7.15,15.700000000000001,51.95,41.05,16.8,27.5,Upton County,"Upton County, Texas",0.77,0.6876,0.7092,0.9185,0.6567,30.1,4.7,21,11.8,16.4,10.2,59.7,3.6,6,2
48463,Uvalde,24960,18337,6.55,15.149999999999999,50.7,40.55,13.45,28.7,Uvalde County,"Uvalde County, Texas",0.9911,0.9065,0.9968,0.9749,0.9364,34.7,3.2,23.9,19.3,16.3,19.6,75.2,7.1,7.2,2.9
48465,Val Verde,47720,34333,6.300000000000001,15.649999999999999,49.325,38.3,13.35,32.3,Val Verde County,"Val Verde County, Texas",0.9437,0.8371,0.9329,0.9889,0.8877,31.3,3.4,26.5,20.6,13.9,13.7,85.6,12.4,4.8,4
48467,Van Zandt,64000,49331,6.75,12.05,51.85,35.95,15.75,14.350000000000001,Van Zandt County,"Van Zandt County, Texas",0.5714,0.6538,0.7633,0.4948,0.265,23.3,3.1,14,17.7,20.1,15.3,18,1.5,2.9,1
48469,Victoria,91664,68723,6.3,13.7,50.525,37.400000000000006,14.05,22.7,Victoria County,"Victoria County, Texas",0.9198,0.8606,0.8937,0.9052,0.8377,26.2,5.2,16.2,16.4,16.4,15.3,57.3,2.8,7.2,1.5
48471,Walker,81268,69285,6.5,13.55,51.675,39.95,16.7,18.35,Walker County,"Walker County, Texas",0.9392,0.9755,0.1161,0.8225,0.9997,32.8,7,14.7,15,13.5,11.6,44.3,2.3,6.7,21.4
48473,Waller,63553,48491,5.3,11.649999999999999,48.574999999999996,37.6,12.899999999999999,18.15,Waller County,"Waller County, Texas",0.8317,0.7868,0.5262,0.9176,0.8514,21.1,6.1,13.3,18.3,11.5,11.1,59.5,4.9,3.6,8.3
48475,Ward,10966,7825,6.15,13.95,49.849999999999994,37.7,14.6,26.2,Ward County,"Ward County, Texas",0.7235,0.6548,0.8412,0.9345,0.3987,23.7,5.5,19.8,12,13.4,12.9,62.6,4.8,3.9,1
48477,Washington,37007,29213,6.2,11.95,52.35,36.35,12.55,13.649999999999999,Washington County,"Washington County, Texas",0.6522,0.4467,0.4601,0.7585,0.8826,18.3,2.7,10.3,13.4,21.7,14.2,37.8,1.9,6,6.7
48479,Webb,269148,186022,6,16.450000000000003,48.675,42.45,12.899999999999999,36.25,Webb County,"Webb County, Texas",0.9831,0.9917,0.917,0.9987,0.8034,34,5.9,30.9,28.4,9.7,13.1,96.7,18.5,6.2,1.1
48481,Wharton,41739,31173,6.6,13.95,52.075,40.25,14.45,21.65,Wharton County,"Wharton County, Texas",0.9456,0.9141,0.9319,0.9045,0.8078,26.3,5.7,18.7,19,17.2,15.1,57,5.1,6.4,1.6
48483,Wheeler,4804,3606,7.2,13.25,52.525,37.25,16.15,17.8,Wheeler County,"Wheeler County, Texas",0.9045,0.9036,0.986,0.6828,0.5377,29.9,6.6,14.2,22.3,20,16.3,31.3,5.4,7,1.6
48485,Wichita,130180,100315,6,11.85,50.45,35.75,14.95,16,Wichita County,"Wichita County, Texas",0.8167,0.7372,0.6876,0.741,0.8416,24.9,4.2,12.5,14.7,14.9,16,36.4,1.6,6.6,9.4
48487,Wilbarger,12522,9895,7.7,15.35,53.3,39.75,18.4,21.65,Wilbarger County,"Wilbarger County, Texas",0.9561,0.9691,0.8906,0.8272,0.7938,39.4,9.3,21.6,11.4,17.8,24.8,44.6,3.3,5.5,7.8
48489,Willacy,20037,15371,7.6,18.9,51.349999999999994,43.8,16.9,40.75,Willacy County,"Willacy County, Texas",0.985,0.9892,0.91,0.993,0.8428,42.9,8.7,32.5,28.3,14.6,15.1,89.9,9.1,5.6,6.2
48491,Williamson,697191,532125,4.5,9.65,46.975,32.35,9.75,12.25,Williamson County,"Williamson County, Texas",0.3207,0.2701,0.4009,0.8199,0.2275,11.1,4.4,5.9,9.7,12.6,10,44.1,2.9,2.6,0.7
48493,Wilson,54183,41434,5.75,12.05,49.375,35.099999999999994,12.350000000000001,18,Wilson County,"Wilson County, Texas",0.2972,0.2351,0.2402,0.833,0.3363,15.8,3.4,9.2,12.2,16.2,12.3,45.2,2.3,2.2,1
48495,Winkler,7414,5280,5.949999999999999,13.7,49.1,37.55,14.05,28,Winkler County,"Winkler County, Texas",0.4448,0.3958,0.3252,0.9523,0.3388,16.3,2.3,27.5,18.7,13.6,9.1,68,8.9,5.6,1.2
48497,Wise,78097,58924,5.95,11.100000000000001,49.35,33.95,14.7,15.6,Wise County,"Wise County, Texas",0.5422,0.4483,0.79,0.6128,0.3923,16.9,4.3,13,16.2,15.2,15.8,25.4,3.6,1.6,1.3
48499,Wood,47921,39005,7.300000000000001,12.6,53.050000000000004,34.55,15.25,14.149999999999999,Wood County,"Wood County, Texas",0.7655,0.7124,0.847,0.5011,0.6771,21.9,5.3,13.9,15.1,26.9,20,18.4,1.7,5.5,3.6
48501,Yoakum,7468,5012,5.85,13.25,48.675,37.900000000000006,13.100000000000001,27.35,Yoakum County,"Yoakum County, Texas",0.587,0.622,0.5918,0.9644,0.2472,23.2,3.9,31.5,19.8,10,9,71.5,11.9,2.4,0.3
48503,Young,18124,13798,6.6,12.100000000000001,51.5,37.2,14.7,15.55,Young County,"Young County, Texas",0.5345,0.4639,0.9535,0.5892,0.1575,22.9,2.6,11.9,18.9,20.9,15.4,23.8,3.4,5.1,1.5
48505,Zapata,13736,9425,8.15,20.450000000000003,52.425,44.1,17.450000000000003,43.05,Zapata County,"Zapata County, Texas",0.9968,0.9901,0.9809,0.9984,0.9014,49.8,8.1,34.4,26.9,13.7,16.2,95.6,20.7,9.7,0.9
48507,Zavala,9312,6563,8.65,22,53.95,47.85,18.35,42.599999999999994,Zavala County,"Zavala County, Texas",0.909,0.8813,0.9905,0.9978,0.4292,49.7,5.8,27.4,12.2,16.1,17,94.5,5.9,4.9,0.7
